venue_name,venue_type,address,city,phone,website,fish,price_low,price_high,sides,hours,all_you_can_eat,takeout,tier,description,photo_url,menu_url,featured_this_week,editor_note,active
Buck-A-Neer Supper Club,supper_club,122923 County Rd C,Stratford,715-384-2629,,cod,10,20,,Fri 4PM-9PM,FALSE,FALSE,free,,,,FALSE,"Stratford mailing address but physically in Rozellville (Town of Day). Building dates to the 1800s as a blacksmith/buggy shop - the fireplace was the forge, horses tied at what is now the back bar. Reservations advised Fridays. Great story for a featured slot.",TRUE
Bunkers,restaurant,1000 Golf Club Rd,Wausau,,https://www.golfinwausau.com/,bluegill,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Bar/restaurant in the clubhouse of Tribute Golf Course, a PUBLIC course - open to non-golfers. Bluegill fry is the named dish; bluegill is rare in the metro and would stand out in the fish filter. ADDRESS CONFLICT 1000 vs 1001 Golf Club Rd. PHONE BLANK - every number found was shared with the Legion post or pro shop.",FALSE
Chang's Half Moon Lakeview Bar & Grill,bar,147707 Half Moon Lake Dr,Mosinee,715-693-1900,https://www.facebook.com/ChangsLanding,cod,10,20,,Fri 4PM-1AM,FALSE,FALSE,free,,,,FALSE,"HOLD - species unsourced. On Half Moon Bay with boat landing, next door to Pinewood Supper Club. Breaded and beer-battered options cited. 'A Hmong twist on an old classic' - distinctive listing. Species not sourced. Closed Mon-Tue.",FALSE
Charlies Bar & Grill,bar,144746 County Rd N,Marathon City,715-443-0030,https://www.facebook.com/p/Charlies-Bar-100057508147207/,cod,10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"Rural bar & grill on County Rd N outside Marathon City, listed with a popular Friday fish fry. Also on DoorDash as 'Charlie's Bar and Grill'. Species and price unknown.",TRUE
Chet & Emil's,restaurant,388 Main St,Birnamwood,715-449-2226,https://www.chetandemils.com/,"walleye, haddock",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. OUTSIDE MARATHON COUNTY (Shawano (straddles)). Restaurant, motel, ballroom and bowling lanes. Own site publishes a Friday Special menu: fried or baked haddock $10.75-$13.00, fried walleye $12.00-$13.00, haddock-and-chicken combo $13.00; potato choice, coleslaw, rye bread. A secondary source mentions lake perch - verify. Already in WPR's Lenten guide.",FALSE
Chuck's Ripp's Bar & Grill,bar,N11206 County Rd Q,Spencer,715-223-4571,,"cod, shrimp",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Also listed as 'Ripp's Bar & Grill'. Friday fry offers cod, shrimp, tilapia, scallops or combo - tilapia/scallops have no enum slot. Rural County Rd Q near the Unity line; Apple Maps mis-files it under Unity, check the geocode pin.",FALSE
Colby VFW Post 2227,vfw_legion,104 N Division St,Colby,715-223-2227,,cod,10,20,,Fri 5PM-7:30PM,FALSE,FALSE,free,,,,FALSE,"HOLD - Lenten season only. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). SEASONAL - Lenten only, not year-round; belongs with active=FALSE outside Lent. Deep fried cod $11-$17, sides, rye bread. Call-in from 3:30PM. Proceeds benefit Colby Community Library.",FALSE
Coral Lanes,bar,1025 E Grand Ave,Rothschild,715-359-5300,https://corallanes.net/,cod,10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,Bowling center with full bar & grill; Friday Fish Fry listed. On the Wausau Friday Fish Fry Guide with matching address/phone. Closed Sun/Mon. Species and price not published.,TRUE
Corral on 52,bar,168925 State Highway 52,Aniwa,715-610-6286,https://www.facebook.com/Corralon52/,cod,10,20,,Fri 3PM-close,FALSE,FALSE,free,,,,FALSE,Six-digit address is Marathon County rural numbering with an Aniwa mailing address - worth confirming. Reviews specifically praise the Friday-night fish fry. Species not sourced.,TRUE
"Country Aire Restaurant, Bar & Banquet Hall",restaurant,118600 County Road P,Stratford,715-687-4934,https://thecountryaire.com/,cod,10,20,,Fri 4:30PM-9PM,FALSE,FALSE,free,,,,FALSE,"Own menu: 'famous plated cod Fish fry', 2pc or 3pc dinner with coleslaw, rye bread, choice of potato. Available until 9PM in the bar; soup and salad bar add-on. Prices not published.",TRUE
Dale's Weston Lanes,bar,5902 Schofield Ave,Weston,715-359-8488,https://westonlanes.com/,cod,10,20,,Fri 3PM-11PM,FALSE,FALSE,free,,,,FALSE,60-lane bowling center; in-house Northwoods Bar & Grill runs 'Fish Fry Fridays'. Owner is a Marathon County Tavern League board member. Species/price not published (seasonal PDF menus only). Strong sponsor prospect.,TRUE
Doyle's Moon Saloon,bar,209770 County Road O,Mosinee,715-693-6333,,"perch, walleye, shrimp",10,20,,Fri 10AM-10PM,FALSE,FALSE,free,,,,FALSE,"Bar near the Big Eau Pleine Flowage, south Marathon County. Perch and walleye called out; deep-fried walleye and grilled shrimp are listed favorites. Confirm whether cod is on the Friday board.",TRUE
Ed & Sharon's,restaurant,N1294 Highway 64 & 107,Merrill,715-536-3429,,cod,10,20,,Fri 3PM-8PM,FALSE,FALSE,free,,,,FALSE,OUTSIDE MARATHON COUNTY (Lincoln). Friday fry 3PM-8PM confirmed from the venue's own Facebook post. Also praised for fried chicken. Species not named. Rural address at the Hwy 64/107 junction.,TRUE
Edgar Family Restaurant,restaurant,127590 Opportunity Ln,Edgar,715-352-7424,https://www.facebook.com/EdgarFamilyRestaurant/,cod,10,20,,Fri 6AM-9PM,FALSE,FALSE,free,,,,FALSE,Family restaurant with on-site truck stop off Hwy 29. 'Fish Fry Friday' as a daily special; clam chowder is the Friday soup. Confirm species and price.,TRUE
Edgar Lanes,bar,119 E Redwood St,Edgar,715-352-2600,https://edgarlanes.com/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. 8-lane bowling center with full bar and kitchen, family-owned since 1995. Travel Wisconsin lists fish fry and pizza; Village directory calls it 'Bowling, Bar & Grill'. Friday timing not published.",FALSE
Edwin Memorial Lanes,restaurant,206423 County Road M,Stratford,715-384-9972,,cod,10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"HOLD - two conflicting street addresses. Also EML / EML Rozellville - physically in Rozellville, Town of Day, Marathon County, Stratford mailing address. TIED FOR BEST FISH FRY IN MARATHON COUNTY in a WAOW viewers' poll (with Cassel Bar & Grill, already in the guide). Fish fry with choice of potato incl. potato pancakes, slaw, roll; 1pc $8, 2pc $9 (older pricing). ADDRESS CONFLICT: WAOW/Visit Marshfield give 206423 Hwy M, Yelp gives D3292 County Road M - verify.",FALSE
Fraternal Order of Eagles Aerie 584,vfw_legion,1205 Lake St,Merrill,715-536-7471,http://www.584.localfoewi.com/,cod,10,20,,Fri from 4PM,FALSE,FALSE,free,,,,FALSE,OUTSIDE MARATHON COUNTY (Lincoln). NOT the same as the Wausau Eagle's Club already in the guide - this is Merrill Aerie #584. Open to the public; dinner Tue and Fri from 4PM.,TRUE
Frickin A Bar & Grill,bar,W1302 County Rd A,Dorchester,715-654-6510,,cod,10,20,,Fri 11AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"OUTSIDE MARATHON COUNTY (Clark (entirely)). Country bar & grill, homemade pizza and Friday fish frys per the AbbyColby Chamber listing. Species not named. Rural fire-number address.",TRUE
Friendship House,restaurant,N357 Brandenburg Ave,Merrill,715-536-8582,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,NEEDS HOURS before activating. OUTSIDE MARATHON COUNTY (Lincoln). Family restaurant / truck stop; own Facebook page promotes 'Fish Fry Fridays'. No hours or species published.,FALSE
Greenwood Hills Country Club,restaurant,2002 Poplar Ln,Wausau,715-848-2204,https://greenwoodhillscc.com/,cod,10,20,,Fri 4PM-9PM,FALSE,FALSE,free,,,,FALSE,HOLD - confirm the fry is open to the public. Club's own Mulligan's Lounge menu lists '4-9 pm Friday Fish Fry & Dinner Feature'. Tripadvisor reviewers say the clubhouse restaurant is open to the public - CONFIRM PUBLIC ACCESS by phone before publishing. Species not published.,FALSE
Halder Bridge Bar & Grill,bar,133071 County Road C,Mosinee,715-389-2818,,"perch, walleye, cod, shrimp",10,20,,Fri 10AM-10PM,FALSE,FALSE,free,,,,FALSE,"Countryside tavern in the Town of Green Valley (south Marathon County), Mosinee mailing address. Cod, walleye, perch, jumbo gulf shrimp Fridays. Also known for broasted chicken. Closed Mon-Tue.",TRUE
Home Bar & Grill,bar,115 W Redwood St,Edgar,715-352-8199,https://www.facebook.com/HomeBarGrill21/,cod,10,20,,Fri 11AM-Close,FALSE,FALSE,free,,,,FALSE,"Opened Jan 2021 in the former BS's Bar & Grill building - do not list BS's separately. 'HOME'made beer batter fish Fridays (likely cod). PHONE CONFLICT: Village directory 715-352-8199, a Facebook post 715-443-0221, Tavern League owner line 715-409-1140 - verify.",TRUE
Hotchkiss's Last Cast,bar,211298 Maryel Dr,Stratford,715-687-4151,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. About six miles east of Stratford at Balsam Rd and Maryel Dr, on the Big Eau Pleine River with boat docking. Tripadvisor review titled 'Great fish fry'. Older listings show C3899 Maryel Dr (pre-renumbering).",FALSE
Hutch's Sports Bar,bar,4411 Stewart Ave,Wausau,715-841-0020,,"perch, cod",10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"West-side tavern with outdoor volleyball, pool, darts, karaoke. Friday fry described as cod and perch baskets. Directory source only - confirm species, price, window. Not on any Lenten guide, a genuine gap.",TRUE
Jack's Cantina Bar and Grill,bar,503 E Spruce St,Abbotsford,715-316-0040,,haddock,10,20,,Fri 4PM-12AM,FALSE,FALSE,free,,,,FALSE,OUTSIDE MARATHON COUNTY (Clark (Abbotsford straddles)). Friday haddock fry in multiple listings. Phone conflict (715-316-0040 vs 715-223-0000). Active Facebook page is the best photo source. Closed Mon/Tue.,TRUE
Just 4 One Bar and Grill,bar,213720 State Hwy 97,Stratford,715-391-1110,https://www.facebook.com/Just4OneBar/,"perch, haddock, shrimp",10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,"Also written 'Just For 1'. Friday fry offers haddock, perch or shrimp. Dinners come with coleslaw, rye bread and choice of potato (homemade or German potato salad, baked, fries).",TRUE
Kathy & Cal's Club 64,bar,2405 W Main St,Merrill,,,"perch, cod",10,20,,Fri 5PM-9PM,FALSE,FALSE,free,,,,FALSE,"OUTSIDE MARATHON COUNTY (Lincoln). Perch and cod, choice of potatoes, fresh coleslaw; Fri-Sat 5-9PM. PHONE DELIBERATELY BLANK - the aggregator number matches Hugo's Pizza, almost certainly wrong.",TRUE
Kurt-n-Jo's Eats-n-Treats,restaurant,501 Main St,Marathon City,715-443-6666,https://www.facebook.com/p/Kurt-n-Jos-Eats-n-Treats-100063630636944/,cod,10,20,,Fri 6AM-10PM,FALSE,FALSE,free,,,,FALSE,"Tripadvisor review headline: 'Quaint with Excellent Friday Fish Fry'. Homemade beer battered fish (species not stated, likely cod). Full-service bar. Closed Mondays.",TRUE
Landmark Bar & Grill,bar,117 Alfred St,Athens,715-257-7436,https://www.facebook.com/landmarkbarathens/,cod,10,20,,Fri 11AM-Close,FALSE,FALSE,free,,,,FALSE,Village of Athens official business directory names 'our Friday Fish Fry'. West side of the Village Square. Fish fry start time and species not published - call.,TRUE
Les & Jim's Lincoln Lanes,restaurant,1208 N Center Ave,Merrill,715-536-9405,,cod,10,20,,Fri 11AM-11PM,FALSE,FALSE,free,,,,FALSE,OUTSIDE MARATHON COUNTY (Lincoln). Bowling alley with a grill; Merrill Chamber lists it as 'Les & Jim's Center Grill' at the same address. Friday fish offered baked as well as fried. Already in WPR's Lenten guide.,TRUE
Little Rock Bar,bar,W19069 1st St,Aniwa,715-449-3919,https://www.facebook.com/LittleRockBar/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,NEEDS HOURS before activating. OUTSIDE MARATHON COUNTY (Shawano). Just over the Marathon line. Tavern League listing explicitly names a Friday Fish Fry. Country bar on the snowmobile/ATV trail; TLW SafeRide provider. Species not sourced.,FALSE
Main Street Pub & Grill,bar,311 Main St,Marathon City,715-443-0123,,"walleye, cod, shrimp",10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,"VERIFY THE NAME. This address cycled names: Yelp has 'The Local Pub & Grill' at 311 Main St marked CLOSED (Nov 2025) and a separate 'Main Street Pub & Grill' updated Jan 2026 showing Thu-Sun 11AM-12AM. Friday fry: 1pc walleye, cod, 3pc shrimp.",TRUE
Malarkey's Pub & Townies Grill,bar,408 N 3rd St,Wausau,715-819-3663,http://www.malarkeyspub.com/,cod,10,20,,Fri 4PM-2AM,FALSE,FALSE,free,,,,FALSE,Downtown pub with a 'Friday Fish Specials' menu section and a 'Poor Man's Slopster' for fish fry Fridays. Own site does not name the fry or species. Closed Mon-Tue. Hosts the separate Mumble Wrap concept in-house - ask which kitchen runs the fry.,TRUE
Mama's Place,bar,9312 Main St,Elderon,715-454-6822,,"perch, bluegill, cod, haddock, shrimp",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Small-town bar, owner cooks. Friday fry is a big draw: cod, haddock, perch, bluegill plus shrimp combos. CITY AMBIGUOUS: Restaurant Guru and WiscoBars say Elderon (715-454 is the Elderon exchange), Yelp says Wittenberg 54499. Confirm before geocoding.",FALSE
Marathon City Sports Center,bar,1200 S State Rd 107,Marathon City,715-443-2522,https://marathonsportscenter.com/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Bowling center with full-service bar and grill; own site names the Friday Fish Fry. Tavern League member. Species, price and serving window not published.",FALSE
Medo's Family Style Restaurant,restaurant,311 N 4th St,Abbotsford,715-223-3612,,cod,10,20,,Daily 6AM-9PM,FALSE,FALSE,free,,,,FALSE,"HOLD - not confirmed as Friday-specific. OUTSIDE MARATHON COUNTY (Clark/Marathon (Abbotsford straddles)). Travel Wisconsin tags 'fish fry' as a cuisine type and it appears on the Clark guide, but no source says Friday-specific or names species. Phone conflict (715-223-3612 vs 715-223-3324).",FALSE
Melody Mill,bar,N11921 Highway 45,Aniwa,715-449-2000,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,NEEDS HOURS before activating. OUTSIDE MARATHON COUNTY (Shawano). Near the Marathon line. Multiple review sources cite Friday fish fries; no first-party menu found. Species not sourced.,FALSE
Memories Ballroom,restaurant,142475 County Road NN,Marathon City,715-443-2649,https://memoriesbr.com/,cod,10,20,,Fri 4PM-8PM,FALSE,FALSE,free,,,,FALSE,"Banquet hall seating up to 700 that opens to the public 4-8PM every Friday for fish fry, salad bar and old fashioned specials. Good for large groups. Yelp's '1485 County Road NN' is wrong; the fire number from their own site is correct.",TRUE
Mosinee Cafe,restaurant,313 Main St,Mosinee,715-693-3600,,cod,10,20,,Fri 6AM-7PM,FALSE,FALSE,free,,,,FALSE,"Downtown cafe open 6AM-2PM six days but stays open Friday evening for the fish fry. Beer-batter fish, Poor Man's, shrimp basket, combo. Formerly S & S Cafe. Sources disagree on Friday close (7PM vs 8PM) and address (313 vs 400 Main St) - verify.",TRUE
Mountain Bay Bar & Grill,bar,N7724 Mill St,Eland,715-253-2514,https://www.facebook.com/p/Mountain-Bay-Bar-Grill-100057621872424/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. OUTSIDE MARATHON COUNTY (Shawano). Village of Eland is Shawano County, right on the Marathon line. Dining room advertises a Friday Night Fish Fry; baked cod and a 'Poor Man's Fish Fry' are the standouts. Serving window not sourced.",FALSE
My Brother's Place,bar,113 E Clark St,Spencer,715-659-5502,https://mybrothersplacetavern.com/,cod,10,20,,Fri 9AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"Own site advertises Friday fish fry $8.75 (1pc) / $13.75 (2pc) / $16.50 (3pc) with fries, wedges or curly fries. Species not named - call before setting the fish column.",TRUE
Nutz Deep II North,bar,103 E Clark St,Spencer,715-659-4333,https://www.nutzdeep2.com/,"walleye, haddock",10,20,,Fri 8AM-2:30AM,FALSE,FALSE,free,,,,FALSE,Sister location to Nutz Deep II in Marshfield. Reviews single out Friday haddock and walleye. Listed hours are bar hours; kitchen hours for the fry not published - worth a call.,TRUE
Phil's Round 2 Bar and Grill,bar,172260 State Highway 52,Aniwa,715-446-2684,,"walleye, cod, haddock, shrimp",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Six-digit address plus the 715-446 Hatley exchange indicate Marathon County with an Aniwa mailing address. Friday fry lists cod, haddock, walleye, plus jumbo and breaded shrimp. Tuesday Mexican and Saturday steak/lobster specials.",FALSE
Pike Lake Resort,bar,1546 N Shore Dr,Hatley,715-446-3679,,haddock,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Bar/restaurant plus cabins on Pike Lake, the largest lake in Marathon County - distinct from Hatley Hangout, Lisa's at Lakeside and The Red Retriever. Haddock fry is a listed favorite. Call to confirm the fry is currently running.",FALSE
ReLocation Pub and Eatery,bar,1801 County Road XX,Kronenwetter,715-359-0810,https://www.facebook.com/ReLocationPubAndEatery,"perch, walleye, shrimp",10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,Village of Kronenwetter news page: 'World Famous' Friday fish fry draws ~400 customers weekly. Family-run in a renovated bank building. Also in WPR's Lenten guide under a Rothschild mailing address. Confirm exact Friday lineup and whether cod is offered. Closed Sundays.,TRUE
Rib River Ballroom,restaurant,135737 E State Hwy 29,Marathon City,715-443-2060,https://ribriver.com/,cod,10,20,,Fri 4:30PM-7PM,FALSE,FALSE,free,,,,FALSE,"HOLD - buffet cancelled when the hall is booked privately. Also 'Rib River by Accentu'. Friday fish fry is a BUFFET: doors 4PM, buffet 4:30-7PM. $19.99 ages 12+, $12.99 ages 6-12, $8.99 ages 3-6, pay at the door. IMPORTANT: cancelled on dates the hall is booked privately - hours need a 'check the calendar' caveat. ~10 min west of Wausau off Hwy 29.",FALSE
Schult's Country Inn,supper_club,W5931 Church Ave,Merrill,715-536-8244,,haddock,10,20,,Fri 3PM-12AM,FALSE,FALSE,free,,,,FALSE,"OUTSIDE MARATHON COUNTY (Lincoln). Named best fish fry in the Northwoods by WAOW. Family-owned, OPEN FRIDAYS ONLY. Lightly battered haddock with coleslaw, buttered brown bread, choice of soup. CASH ONLY, ATM on site. Gets very busy. Rural fire-number address.",TRUE
Silver Birch Supper Club,supper_club,W6009 Taylor Ln,Tomahawk,,,"perch, cod",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"HOLD - Tomahawk, ~50 miles out. OUTSIDE MARATHON COUNTY (Lincoln). OUT OF CORE AREA - Tomahawk is ~50 miles from Wausau. Classic lakefront supper club on Half Moon Lake; Friday fry is fried cod, jumbo perch, and poor man's lobster. Phone not sourced, left blank.",FALSE
Smazal's Hunters Choice,bar,109 S 1st St,Colby,715-223-4654,,"walleye, cod",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"HOLD - menu items may be everyday, not a Friday fry. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). Menu lists cod baskets (2/3/4pc) and walleye baskets (1/2/3pc) with fries, rye and coleslaw, but these look like everyday items - confirm it is specifically a Friday fry.",FALSE
Straight Home Bar & Grill,bar,9208 Main St,Elderon,715-454-6278,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"NEEDS HOURS before activating. Southeast Marathon County. Travel Wisconsin lists fish fry as a cuisine type; county best-of finalist for bar food, Bloody Mary and Fish; voted best burger in the area. Species and hours not sourced.",FALSE
The Cellar Sports Bar & Grill,bar,305 N 3rd Ave,Stratford,715-391-1024,https://www.facebook.com/TheCellarSportsBar/,haddock,10,20,,Fri 11AM-11PM,FALSE,FALSE,free,,,,FALSE,"Historic building with a repurposed underground bowling alley - good photo/description hook for a paid listing. Weekly Friday fry, haddock dinners praised.",TRUE
The Little Corner Bar & Grill,bar,206484 County Hwy M,Stratford,715-221-0333,https://www.facebook.com/p/The-Little-Corner-Bar-Grill-61571065763149/,cod,10,20,,Fri 8AM-10PM,FALSE,FALSE,free,,,,FALSE,"All-day breakfast plus bar. Reviews cite BAKED cod fish fry dinners Fridays - ask whether fried cod is also offered, since baked-only is unusual.",TRUE
The Rail Trail,bar,3780 Redwood St,Fenwood,715-352-2690,https://www.facebook.com/p/The-Rail-Trail-61578033472884/,"walleye, cod",10,20,,Fri 11AM-Close,FALSE,FALSE,free,,,,FALSE,"Tavern League member and the only bar/grill found in Fenwood. Fry starts 11AM Friday, choice of cod or walleye. Also breakfast, subs, pizza, burgers. Not the same as 'The Rail Trail Cafe' in Ogema.",TRUE
Trucks Place Restaurant,restaurant,383 US Highway 45,Birnamwood,715-449-3829,,haddock,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,HOLD - fish fry attested but not confirmed as Friday. OUTSIDE MARATHON COUNTY (Shawano). Diner-style family restaurant; directories list Fish Fry as a category and reviewers praise the baked haddock. FRIDAY-SPECIFIC DAY NOT CONFIRMED - verify before publishing.,FALSE
Wallace-Hinker-Brux American Legion Post 238,vfw_legion,108 S Main St,Greenwood,715-267-7441,,cod,10,20,,Fri 4PM-7PM,FALSE,FALSE,free,,,,FALSE,"HOLD - monthly, not weekly. OUTSIDE MARATHON COUNTY (Clark). MONTHLY, not weekly. City of Greenwood lists the post as a dining establishment. Facebook advertises 'our monthly fish fry' on single Fridays 4-7PM. Species never named. Far outside the footprint.",FALSE
Weiks' Pub & Grill,bar,231745 County Rd S,Edgar,715-443-3487,https://www.facebook.com/p/Weiks-Pub-Grill-100071774959894/,cod,10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"Rural tavern on County Rd S with an Edgar mailing address - physically in the Rib Falls/Berlin township area, so effectively the Rib Falls fish fry. Known for fish & chips; Wednesday fish wrap special.",TRUE
Wittenberg Lanes,restaurant,407 S Howard St,Wittenberg,715-253-2605,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,HOLD - verify current operator name. OUTSIDE MARATHON COUNTY (Shawano). 8-lane small-town bowling center with full kitchen and bar; Friday Fish Fry confirmed. Formerly Resch Lanes / T&C Lanes / L.A. Lanes at the same address. Facebook is the only web presence.,FALSE
Z Place 2 Be,bar,155835 County Road C,Mosinee,715-693-0008,,cod,10,20,,Fri 11AM-10PM,FALSE,FALSE,free,,,,FALSE,"HOLD - two conflicting street addresses. Country bar known for Friday fish fries, home-cooked by owner Zena. ADDRESS CONFLICT: Yelp says 2103 County Rd C, WiscoBars/Restaurantji say 155835 County Rd C - verify before geocoding. Closed Mon-Wed.",FALSE
