venue_name,venue_type,address,city,phone,website,fish,price_low,price_high,sides,hours,all_you_can_eat,takeout,tier,description,photo_url,menu_url,featured_this_week,editor_note,active
Chet & Emil's,restaurant,388 Main St,Birnamwood,715-449-2226,https://www.chetandemils.com/,"walleye, haddock",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Shawano (straddles)). Restaurant, motel, ballroom and bowling lanes. Own site publishes a Friday Special menu: fried or baked haddock $10.75-$13.00, fried walleye $12.00-$13.00, haddock-and-chicken combo $13.00; potato choice, coleslaw, rye bread. A secondary source mentions lake perch - verify. Already in WPR's Lenten guide.",FALSE
Chuck's Ripp's Bar & Grill,bar,N11206 County Rd Q,Spencer,715-223-4571,,"cod, shrimp",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Also listed as 'Ripp's Bar & Grill'. Friday fry offers cod, shrimp, tilapia, scallops or combo - tilapia/scallops have no enum slot. Rural County Rd Q near the Unity line; Apple Maps mis-files it under Unity, check the geocode pin.",FALSE
Colby VFW Post 2227,vfw_legion,104 N Division St,Colby,715-223-2227,,cod,10,20,,Fri 5PM-7:30PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). SEASONAL - Lenten only, not year-round; belongs with active=FALSE outside Lent. Deep fried cod $11-$17, sides, rye bread. Call-in from 3:30PM. Proceeds benefit Colby Community Library.",FALSE
Corral on 52,bar,168925 State Highway 52,Aniwa,715-610-6286,https://www.facebook.com/Corralon52/,cod,10,20,,Fri 3PM-close,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. Six-digit address is Marathon County rural numbering with an Aniwa mailing address - worth confirming. Reviews specifically praise the Friday-night fish fry. Species not sourced.,FALSE
"Country Aire Restaurant, Bar & Banquet Hall",restaurant,118600 County Road P,Stratford,715-687-4934,https://thecountryaire.com/,cod,10,20,,Fri 4:30PM-9PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Own menu: 'famous plated cod Fish fry', 2pc or 3pc dinner with coleslaw, rye bread, choice of potato. Available until 9PM in the bar; soup and salad bar add-on. Prices not published.",FALSE
Dave's Place,bar,419 4th St,Mosinee,715-693-0319,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Downtown Mosinee corner bar. No food information found.,FALSE
Doyle's Moon Saloon,bar,209770 County Road O,Mosinee,715-693-6333,,"perch, walleye, shrimp",10,20,,Fri 10AM-10PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Bar near the Big Eau Pleine Flowage, south Marathon County. Perch and walleye called out; deep-fried walleye and grilled shrimp are listed favorites. Confirm whether cod is on the Friday board.",FALSE
Ed & Sharon's,restaurant,N1294 Highway 64 & 107,Merrill,715-536-3429,,cod,10,20,,Fri 3PM-8PM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Lincoln). Friday fry 3PM-8PM confirmed from the venue's own Facebook post. Also praised for fried chicken. Species not named. Rural address at the Hwy 64/107 junction.,FALSE
Edgar Family Restaurant,restaurant,127590 Opportunity Ln,Edgar,715-352-7424,https://www.facebook.com/EdgarFamilyRestaurant/,cod,10,20,,Fri 6AM-9PM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. Family restaurant with on-site truck stop off Hwy 29. 'Fish Fry Friday' as a daily special; clam chowder is the Friday soup. Confirm species and price.,FALSE
Edgar Lanes,bar,119 E Redwood St,Edgar,715-352-2600,https://edgarlanes.com/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. 8-lane bowling center with full bar and kitchen, family-owned since 1995. Travel Wisconsin lists fish fry and pizza; Village directory calls it 'Bowling, Bar & Grill'. Friday timing not published.",FALSE
El Derby,bar,121 S 1st St,Colby,715-316-0102,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). Only signal is a crowdsourced guide. Phone conflict (715-316-0102 vs 715-503-5465). Same address as a 'Tesmer's Town & Country Bar' listing - one is a predecessor name, do not enter both.",FALSE
Fat Boys Bar & Grill,bar,115 N 1st St,Abbotsford,715-223-8081,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Clark/Marathon (Abbotsford straddles)). Only signal is the crowdsourced Clark guide.,FALSE
Fraternal Order of Eagles Aerie 584,vfw_legion,1205 Lake St,Merrill,715-536-7471,http://www.584.localfoewi.com/,cod,10,20,,Fri from 4PM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Lincoln). NOT the same as the Wausau Eagle's Club already in the guide - this is Merrill Aerie #584. Open to the public; dinner Tue and Fri from 4PM.,FALSE
Frickin A Bar & Grill,bar,W1302 County Rd A,Dorchester,715-654-6510,,cod,10,20,,Fri 11AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Clark (entirely)). Country bar & grill, homemade pizza and Friday fish frys per the AbbyColby Chamber listing. Species not named. Rural fire-number address.",FALSE
Friendship House,restaurant,N357 Brandenburg Ave,Merrill,715-536-8582,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Lincoln). Family restaurant / truck stop; own Facebook page promotes 'Fish Fry Fridays'. No hours or species published.,FALSE
Halder Bridge Bar & Grill,bar,133071 County Road C,Mosinee,715-389-2818,,"perch, walleye, cod, shrimp",10,20,,Fri 10AM-10PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Countryside tavern in the Town of Green Valley (south Marathon County), Mosinee mailing address. Cod, walleye, perch, jumbo gulf shrimp Fridays. Also known for broasted chicken. Closed Mon-Tue.",FALSE
Hodge's Place II,bar,1011 Western Ave,Mosinee,,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Directory listing only; no food, hours, or phone sourced.",FALSE
Home Bar & Grill,bar,115 W Redwood St,Edgar,715-352-8199,https://www.facebook.com/HomeBarGrill21/,cod,10,20,,Fri 11AM-Close,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Opened Jan 2021 in the former BS's Bar & Grill building - do not list BS's separately. 'HOME'made beer batter fish Fridays (likely cod). PHONE CONFLICT: Village directory 715-352-8199, a Facebook post 715-443-0221, Tavern League owner line 715-409-1140 - verify.",FALSE
Hotchkiss's Last Cast,bar,211298 Maryel Dr,Stratford,715-687-4151,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. About six miles east of Stratford at Balsam Rd and Maryel Dr, on the Big Eau Pleine River with boat docking. Tripadvisor review titled 'Great fish fry'. Older listings show C3899 Maryel Dr (pre-renumbering).",FALSE
Hunters Bar,bar,2097 South Rd,Kronenwetter,,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Third Kronenwetter establishment. Yelp indicates NO FOOD SERVED - fish fry unlikely; included so the Kronenwetter sweep is provably complete.,FALSE
Jack's Cantina Bar and Grill,bar,503 E Spruce St,Abbotsford,715-316-0040,,haddock,10,20,,Fri 4PM-12AM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Clark (Abbotsford straddles)). Friday haddock fry in multiple listings. Phone conflict (715-316-0040 vs 715-223-0000). Active Facebook page is the best photo source. Closed Mon/Tue.,FALSE
Jam'erZ Bar & Grill,bar,103 N 3rd Ave,Edgar,715-352-8203,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. In the Village of Edgar business directory as a tavern/bar & grill (spelled 'Jamer'z' there). No fish fry source found - needs a call.,FALSE
Just 4 One Bar and Grill,bar,213720 State Hwy 97,Stratford,715-391-1110,https://www.facebook.com/Just4OneBar/,"perch, haddock, shrimp",10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Also written 'Just For 1'. Friday fry offers haddock, perch or shrimp. Dinners come with coleslaw, rye bread and choice of potato (homemade or German potato salad, baked, fries).",FALSE
Kathy & Cal's Club 64,bar,2405 W Main St,Merrill,,,"perch, cod",10,20,,Fri 5PM-9PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Lincoln). Perch and cod, choice of potatoes, fresh coleslaw; Fri-Sat 5-9PM. PHONE DELIBERATELY BLANK - the aggregator number matches Hugo's Pizza, almost certainly wrong.",FALSE
Kluck's Callon Saloon,bar,6404 County Road J,Ringle,715-359-4829,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. On the Ringle/Weston line - Yelp and Yellow Pages say Ringle 54471, delivery platforms say Weston. Menu includes a fish filet and Thursday tacos but no Friday fry confirmed.",FALSE
Kurt-n-Jo's Eats-n-Treats,restaurant,501 Main St,Marathon City,715-443-6666,https://www.facebook.com/p/Kurt-n-Jos-Eats-n-Treats-100063630636944/,cod,10,20,,Fri 6AM-10PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Tripadvisor review headline: 'Quaint with Excellent Friday Fish Fry'. Homemade beer battered fish (species not stated, likely cod). Full-service bar. Closed Mondays.",FALSE
Landmark Bar & Grill,bar,117 Alfred St,Athens,715-257-7436,https://www.facebook.com/landmarkbarathens/,cod,10,20,,Fri 11AM-Close,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. Village of Athens official business directory names 'our Friday Fish Fry'. West side of the Village Square. Fish fry start time and species not published - call.,FALSE
Les & Jim's Lincoln Lanes,restaurant,1208 N Center Ave,Merrill,715-536-9405,,cod,10,20,,Fri 11AM-11PM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Lincoln). Bowling alley with a grill; Merrill Chamber lists it as 'Les & Jim's Center Grill' at the same address. Friday fish offered baked as well as fried. Already in WPR's Lenten guide.,FALSE
Little Rock Bar,bar,W19069 1st St,Aniwa,715-449-3919,https://www.facebook.com/LittleRockBar/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Shawano). Just over the Marathon line. Tavern League listing explicitly names a Friday Fish Fry. Country bar on the snowmobile/ATV trail; TLW SafeRide provider. Species not sourced.,FALSE
Main Street Pub & Grill,bar,311 Main St,Marathon City,715-443-0123,,"walleye, cod, shrimp",10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. VERIFY THE NAME. This address cycled names: Yelp has 'The Local Pub & Grill' at 311 Main St marked CLOSED (Nov 2025) and a separate 'Main Street Pub & Grill' updated Jan 2026 showing Thu-Sun 11AM-12AM. Friday fry: 1pc walleye, cod, 3pc shrimp.",FALSE
Mama's Place,bar,9312 Main St,Elderon,715-454-6822,,"perch, bluegill, cod, haddock, shrimp",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Small-town bar, owner cooks. Friday fry is a big draw: cod, haddock, perch, bluegill plus shrimp combos. CITY AMBIGUOUS: Restaurant Guru and WiscoBars say Elderon (715-454 is the Elderon exchange), Yelp says Wittenberg 54499. Confirm before geocoding.",FALSE
Marathon City Sports Center,bar,1200 S State Rd 107,Marathon City,715-443-2522,https://marathonsportscenter.com/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Bowling center with full-service bar and grill; own site names the Friday Fish Fry. Tavern League member. Species, price and serving window not published.",FALSE
Mark's Bar,bar,515 Highland Ave,Elderon,715-574-0924,https://www.facebook.com/marksbarelderon/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Cash-only and explicitly allows outside food, which usually signals a drinks-only tavern with no kitchen - likely no fry, but included for completeness as one of only two bars in Elderon village.",FALSE
Medo's Family Style Restaurant,restaurant,311 N 4th St,Abbotsford,715-223-3612,,cod,10,20,,Daily 6AM-9PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Clark/Marathon (Abbotsford straddles)). Travel Wisconsin tags 'fish fry' as a cuisine type and it appears on the Clark guide, but no source says Friday-specific or names species. Phone conflict (715-223-3612 vs 715-223-3324).",FALSE
Mel's Bar & Grill,bar,146385 State Hwy 153,Mosinee,715-814-1770,https://www.facebook.com/mels.bar.and.grill1/,cod,10,20,,Fri 3PM-2:30AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Full-kitchen bar on Hwy 153, same corridor as Hog Creek and Salty Bones. Fish fry asserted only by a search summary, no primary source. Phone call needed.",FALSE
Melody Mill,bar,N11921 Highway 45,Aniwa,715-449-2000,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Shawano). Near the Marathon line. Multiple review sources cite Friday fish fries; no first-party menu found. Species not sourced.,FALSE
Memories Ballroom,restaurant,142475 County Road NN,Marathon City,715-443-2649,https://memoriesbr.com/,cod,10,20,,Fri 4PM-8PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Banquet hall seating up to 700 that opens to the public 4-8PM every Friday for fish fry, salad bar and old fashioned specials. Good for large groups. Yelp's '1485 County Road NN' is wrong; the fire number from their own site is correct.",FALSE
Mosinee Cafe,restaurant,313 Main St,Mosinee,715-693-3600,,cod,10,20,,Fri 6AM-7PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Downtown cafe open 6AM-2PM six days but stays open Friday evening for the fish fry. Beer-batter fish, Poor Man's, shrimp basket, combo. Formerly S & S Cafe. Sources disagree on Friday close (7PM vs 8PM) and address (313 vs 400 Main St) - verify.",FALSE
Mountain Bay Bar & Grill,bar,N7724 Mill St,Eland,715-253-2514,https://www.facebook.com/p/Mountain-Bay-Bar-Grill-100057621872424/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Shawano). Village of Eland is Shawano County, right on the Marathon line. Dining room advertises a Friday Night Fish Fry; baked cod and a 'Poor Man's Fish Fry' are the standouts. Serving window not sourced.",FALSE
My Brother's Place,bar,113 E Clark St,Spencer,715-659-5502,https://mybrothersplacetavern.com/,cod,10,20,,Fri 9AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Own site advertises Friday fish fry $8.75 (1pc) / $13.75 (2pc) / $16.50 (3pc) with fries, wedges or curly fries. Species not named - call before setting the fish column.",FALSE
Next Stop Lounge,bar,1106 E Grand Ave,Rothschild,715-359-9969,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Hosts Friday night karaoke but no food or fish fry documented.,FALSE
Nutz Deep II North,bar,103 E Clark St,Spencer,715-659-4333,https://www.nutzdeep2.com/,"walleye, haddock",10,20,,Fri 8AM-2:30AM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. Sister location to Nutz Deep II in Marshfield. Reviews single out Friday haddock and walleye. Listed hours are bar hours; kitchen hours for the fry not published - worth a call.,FALSE
OK Corral,bar,506 N Division St,Colby,715-316-0090,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). Only signal is the crowdsourced Clark guide. No menu, hours or website found.",FALSE
One More Cast,bar,140 N Front St,Unity,715-316-0143,,bluegill,10,20,,Fri 11AM-11PM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Reviews praise 'fresh bluegills' but no source explicitly names a Friday fry. Needs a call.,FALSE
Perry & Tina's Family Tradition Bar,bar,173130 State Highway 153,Hatley,715-454-6656,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. On Hwy 153 between Hatley and the Bevent/Norrie area. Tavern League listing; passed a Marathon County health inspection Jan 2025 so it has a licensed kitchen. Known for pulled-pork pizza; no Friday fry confirmed. Older listings show 6484 WI-153.,FALSE
Phil's Round 2 Bar and Grill,bar,172260 State Highway 52,Aniwa,715-446-2684,,"walleye, cod, haddock, shrimp",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Six-digit address plus the 715-446 Hatley exchange indicate Marathon County with an Aniwa mailing address. Friday fry lists cod, haddock, walleye, plus jumbo and breaded shrimp. Tuesday Mexican and Saturday steak/lobster specials.",FALSE
Pike Lake Resort,bar,1546 N Shore Dr,Hatley,715-446-3679,,haddock,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Bar/restaurant plus cabins on Pike Lake, the largest lake in Marathon County - distinct from Hatley Hangout, Lisa's at Lakeside and The Red Retriever. Haddock fry is a listed favorite. Call to confirm the fry is currently running.",FALSE
Pub 1638,vfw_legion,601 Johnson St,Merrill,,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Lincoln). Bar/kitchen at the Northwoods Veterans Post (VFW). PHONE DELIBERATELY BLANK - chamber directory number matches Pizza Hut, a copy-paste error. Veterans posts commonly run a fry.",FALSE
ReLocation Pub and Eatery,bar,1801 County Road XX,Kronenwetter,715-359-0810,https://www.facebook.com/ReLocationPubAndEatery,"perch, walleye, shrimp",10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. Village of Kronenwetter news page: 'World Famous' Friday fish fry draws ~400 customers weekly. Family-run in a renovated bank building. Also in WPR's Lenten guide under a Rothschild mailing address. Confirm exact Friday lineup and whether cod is offered. Closed Sundays.,FALSE
Reservoir Dog Saloon,bar,206930 County Road O,Mosinee,715-693-4495,https://www.facebook.com/ReservoirDogSaloon/,cod,10,20,,Fri 11AM-11PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. In the TOWN OF BERGEN, Marathon County - only Bergen venue found. Real kitchen; opens 11AM Fridays vs 2PM other days, which usually signals a fry, but unconfirmed. Closed Mon-Tue.",FALSE
Rib River Ballroom,restaurant,135737 E State Hwy 29,Marathon City,715-443-2060,https://ribriver.com/,cod,10,20,,Fri 4:30PM-7PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Also 'Rib River by Accentu'. Friday fish fry is a BUFFET: doors 4PM, buffet 4:30-7PM. $19.99 ages 12+, $12.99 ages 6-12, $8.99 ages 3-6, pay at the door. IMPORTANT: cancelled on dates the hall is booked privately - hours need a 'check the calendar' caveat. ~10 min west of Wausau off Hwy 29.",FALSE
Ringle Brickyard Saloon,bar,169845 2nd Ave,Ringle,715-432-0862,https://www.facebook.com/p/Ringle-Brickyard-Saloon-100083651794532/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. A second Ringle tavern distinct from Clubhouse/Hillside. Cocktails and bar games, no food menu published, no fry mentioned. Some listings give 169845 Brickyard Dr - verify.",FALSE
Rocky's Bar,bar,213030 Legion St,Stratford,715-687-3137,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Stratford institution, 46 years under the same owner, profiled by WSAW July 2026 - strong local-story angle. No fish fry confirmation; may be drinks-only.",FALSE
Schult's Country Inn,supper_club,W5931 Church Ave,Merrill,715-536-8244,,haddock,10,20,,Fri 3PM-12AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Lincoln). Named best fish fry in the Northwoods by WAOW. Family-owned, OPEN FRIDAYS ONLY. Lightly battered haddock with coleslaw, buttered brown bread, choice of soup. CASH ONLY, ATM on site. Gets very busy. Rural fire-number address.",FALSE
ShellShocked,bar,203550 State Highway 49,Wittenberg,715-454-7077,https://www.facebook.com/p/ShellShocked-100092297422810/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. This is the Galloway venue - six-digit address is Marathon rural numbering, 715-454 is the Elderon/Galloway exchange, Wittenberg mailing address. One reviewer calls it 'the best place to go in Galloway.' Formerly Jen & Tonics. Menu shows a fish sandwich but no Friday fry confirmed.",FALSE
Sitkos Bar,bar,3374 State Hwy 153,Mosinee,715-693-6672,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Rural Hwy 153 tavern, directory listing only, no menu online at all. Classic no-web-presence profile that often runs an unlisted Friday fry. Phone call needed.",FALSE
Smazal's Hunters Choice,bar,109 S 1st St,Colby,715-223-4654,,"walleye, cod",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). Menu lists cod baskets (2/3/4pc) and walleye baskets (1/2/3pc) with fries, rye and coleslaw, but these look like everyday items - confirm it is specifically a Friday fry.",FALSE
Sparky's Pub,bar,206469 Green Forest Ln,Mosinee,715-384-4047,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Rural pub, south Marathon County. Directory listing only.",FALSE
