venue_name,venue_type,address,city,phone,website,fish,price_low,price_high,sides,hours,all_you_can_eat,takeout,tier,description,photo_url,menu_url,featured_this_week,editor_note,active
Farm inn' on Main,restaurant,123 N Main St,Shawano,715-524-4916,https://www.farminnonmain.com/,cod,10,20,,Fri from 11AM,FALSE,FALSE,free,,,,FALSE,"[60 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Fish fry every Friday from 11AM; 'pike-perch' lightly breaded on the flattop, baked or fried. Species left null because 'pike-perch' is ambiguous (commonly walleye) - confirm.]",FALSE
Finish Line Lounge,bar,200 N Washington St,Thorp,715-669-5677,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[58 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [On the crowdsourced guide only. Phone corrected per the county EDC 2026 directory - the guide's number is actually Mesquite Grill & Pub's.],FALSE
Frick Inn Bar & Grill,bar,W1880 US Highway 10,Granton,715-238-7400,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[58 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Small-town bar and grill on Hwy 10. On the crowdsourced guide and county EDC directory, but no fry source found.]",FALSE
Gehm's Club 117,bar,117 N Cecil St,Bonduel,715-758-2164,https://www.facebook.com/club117bonduel,"perch, bluegill",10,20,,Fri 11AM-9PM,FALSE,FALSE,free,,,,FALSE,[72 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [Bluegill and lake perch both hand-breaded. Very busy Friday nights. Closed Mon-Tue.],FALSE
Gleason Bowling Center,restaurant,N4878 State Hwy 17,Gleason,715-873-4588,,"perch, walleye, shrimp",10,20,,Fri from 11AM,FALSE,FALSE,free,,,,FALSE,"Bowl a few frames while you wait - homemade soups and desserts round out the fry. [33 mi from Wausau] [Bowling center kitchen; Friday fry with perch, walleye and shrimp plus homemade soups and desserts. Merrill Chamber page has a phone typo (718 prefix); 715-873-4588 is correct.]",TRUE
Granton Inn,restaurant,100 W 1st St,Granton,715-238-7654,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[56 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Formerly Mapleworks Cafe & Bar. Travel Wisconsin describes 'a wonderful selection of seafood' but names no Friday fry. Do not confuse with a closed Granton Inn in Michigan.],FALSE
Harlow's Supper Club,supper_club,120 E Green Bay St,Bonduel,715-758-2190,https://harlowssupperclub.wordpress.com/,haddock,10,20,,Fri 4PM-9PM,FALSE,FALSE,free,,,,FALSE,"[72 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [FORMERLY ANTLERS SUPPER CLUB, rebranded at the same address and phone - list as Harlow's; Antlers shows CLOSED on Yelp. Deep-fried or broiled haddock with potato, coleslaw, rye. Closed Mon and Wed.]",FALSE
Hidden Valley Supper Club,supper_club,12704 County Rd M,Caroline,715-754-5995,https://www.facebook.com/p/Hidden-Valley-Supper-Club-100063704795630/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[42 mi from Wausau; NEEDS HOURS before activating; FISH SPECIES UNVERIFIED - defaulted to cod] [Country-style Friday fish BUFFET (deep fried fish, potato wedges, chicken, soup and salad bar), around $15. Buffet not plated - note in sides/hours.]",FALSE
Hog Cabin Bar-B-Que,restaurant,N10005 State Highway 73,Greenwood,715-267-7557,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[48 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Barbecue house on Hwy 73. On the crowdsourced guide and the county EDC directory, but nothing else indicates a Friday fry.]",FALSE
Holly's Bar & Grill,bar,W5698 County Rd N,Tomahawk,715-453-8476,https://hollys.edan.io/,cod,10,20,,Fri 11AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"Lake Nokomis country, a half mile from the Hwy N boat landing. [50 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [North of Tomahawk in the Lake Nokomis area, half a mile from the Hwy N boat landing. W-prefix fire number confirms the Lincoln County side.]",TRUE
Homer's Bar and Grill,bar,125 S Main St,Greenwood,715-267-3177,,cod,10,20,,Fri 1PM-11:30PM,FALSE,FALSE,free,,,,FALSE,"[50 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [CURRENT OPERATOR at the address the crowdsourced guide still lists as 'The Sawmill Saloon' (Travel Wisconsin's Sawmill URL now redirects here). BEWARE: a circulating 'broasted or baked cod or Canadian walleye' description for a Sawmill Saloon belongs to a different bar in Seeley, WI.]",FALSE
Humbird Hotel Bar & Grill,bar,N3041 King St,Humbird,715-964-1001,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[82 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [FAR OUT - ~82 miles, far southwest corner of the county. Travel Wisconsin names a Friday Night Fish Fry among nightly specials. Restored historic hotel with rooms.]",FALSE
Hungry Bear - Cafe & Catering,restaurant,120 W Green Bay St,Bonduel,715-758-2727,https://hungrybearbonduelwi.com/,"haddock, shrimp",10,20,,Fri 6:30AM-8PM,FALSE,FALSE,free,,,,FALSE,[72 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [Cafe with a popular Friday night fish fry: breaded haddock plus scallop/shrimp combos. Takeout and reservations.],FALSE
Hurricane Dawn's,bar,W11057 County Rd D,Pella,715-754-5138,https://www.facebook.com/profile.php?id=100063576880806,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[70 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Chamber directory lists Friday night fish fry and seafood dinners plus homemade pizzas. Pella is unincorporated.],FALSE
IGY'S Bar and Grill,bar,522 W Mill St,Withee,715-229-0132,,cod,10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,"[45 mi from Wausau; FISH FRY NOT CONFIRMED - call first; FISH SPECIES UNVERIFIED - defaulted to cod] [Successor at 522 W Mill St to the Hayloft Bar, which the crowdsourced guide flags as permanently closed - treat that Hayloft entry as dead. Fry listed but unconfirmed.]",FALSE
JD's Brickyard Pub & Grub,bar,203 W 7th St,Neillsville,715-743-6808,,cod,10,20,,Fri 11AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"[60 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Listed as known for fish fry alongside burgers, prime rib and tacos, but no source states a Friday fry specifically. Busy downtown Neillsville room.]",FALSE
Jeb's Bar & Grill,bar,N5640 State Hwy 107,Irma,715-409-2179,,cod,10,20,,Fri 3PM-2:30AM,FALSE,FALSE,free,,,,FALSE,Known for the fish fry and broasted chicken; smoked BBQ ribs too. [31 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Covers the Irma gap. Known for its fish fry and broasted chicken. Closed Mon and Tue. Also smoked BBQ ribs.],TRUE
JJ's on Main,bar,207 W Main St,Bowler,715-793-4457,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[46 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Friday fish fry with a limited salad bar and fresh bread. Only confirmed fry in Bowler.],FALSE
Kassidy's Studio Lounge & Dining,supper_club,W7703 County Hwy MMM,Shawano,715-524-5883,https://kassidysstudio.com/,"perch, walleye, cod",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[57 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call] [Classic supper club west of Shawano. Friday fry with cod, perch and deep-fried Canadian walleye; generous salad bar and homemade soups.]",FALSE
Kings & Queens Bar,bar,N3063 King St,Humbird,715-964-1401,https://kingsandqueensbarandgrill.com/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[82 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [FAR OUT - ~82 miles, same far-southwest pocket as the Humbird Hotel. Has its own website. On the crowdsourced guide but no fry confirmed.]",FALSE
Long Branch Saloon,bar,W11218 Grunewald St,Gresham,,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[50 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Directory lists Friday fish fry, but the property appears on MULTIPLE CURRENT REAL-ESTATE LISTINGS as a turn-key tavern for sale - trading status uncertain. Two conflicting phones, both omitted. Verify before publishing.]",FALSE
Meadowview Golf Course & Restaurant,restaurant,800 W 3rd St,Owen,715-229-2355,https://meadowviewgolfcourse.net/,cod,10,20,,Fri 4:30PM-9PM,FALSE,FALSE,free,,,,FALSE,[49 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [9-hole public course; own site states the kitchen serves a Friday Fish Fry 4:30-9PM. CAVEAT WORTH PRINTING: if the course closes for weather the kitchen closes too - call ahead.],FALSE
Mesquite Grill & Pub,restaurant,205 W Hill St,Thorp,715-669-3999,https://mesquitegrillandpub.com/,"perch, walleye, bluegill, cod, shrimp",10,20,,Fri 4PM-10PM,FALSE,FALSE,free,,,,FALSE,"[58 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [BEST-DOCUMENTED FRY IN THE COUNTY - own website publishes the Friday menu: Atlantic cod, walleye filet, beer-battered perch, bluegill and buttermilk shrimp, plus a salad bar.]",FALSE
Midway Bar & Grill,bar,602 Division St,Withee,715-229-4327,,cod,10,20,,Fri 10AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"Friday fry with live music, karaoke, pool and darts. [45 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Friday fry alongside live music, karaoke, pool and darts. Do not confuse with the unrelated Midway Bar & Restaurant near Butternut.]",TRUE
My Place at River's Edge,bar,W4011 County Rd A,Tomahawk,715-453-3769,https://www.myplaceatriversedge.com/,cod,10,20,,Fri 11AM-9PM,FALSE,FALSE,free,,,,FALSE,"[42 mi from Wausau; FISH FRY NOT CONFIRMED - call first; FISH SPECIES UNVERIFIED - defaulted to cod] [Bar and grill on Lake Alice with piers, gas service and boat launch. Extends Friday kitchen hours to 9PM but no fry confirmed - needs a call.]",FALSE
Neillsville Country Club,restaurant,603 E Division St,Neillsville,715-743-3780,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[59 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Public golf course clubhouse. Menu offers deep-fried or broiled fish with soup or salad and a potato, but the day of service is not published.]",FALSE
Nut-Zee's Bar & Resort,bar,N9831 County Rd B,Gleason,715-453-8546,,cod,10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,"Right on the ATV and snowmobile trails; the Friday fry comes with a salad bar. [40 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Confirmed in the Town of Harrison, Lincoln County - covers the Harrison gap. On ATV and snowmobile trails. Friday fry with salad bar. Closed Tue and Wed.]",TRUE
One Shot Bar and Grill,bar,907 E 3rd St,Owen,715-773-8632,,cod,10,20,,Fri 10AM-1AM,FALSE,FALSE,free,,,,FALSE,"[49 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Pool-hall bar and grill east of Owen; Friday fry called out in listings and reviews. Occupies the old Thirsty Squirrel address, so that guide entry is superseded.]",FALSE
Outboards Bar & Grill,restaurant,616 N 4th St,Tomahawk,715-224-3594,https://outboardsbarandgrill.com/,"walleye, cod, shrimp",10,20,,Fri 11AM-10PM,FALSE,FALSE,free,,,,FALSE,"Riverside and family-friendly; cod, walleye and shrimp, with gluten-free options. [45 mi from Wausau] [Family-friendly restaurant on the Wisconsin River. Own site lists the Friday fry as cod, walleye, shrimp and catch of the day, with gluten-free options.]",TRUE
Perla's Place Bar & Grill,bar,410 S Front St,Unity,715-316-0901,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[34 mi from Wausau; NEEDS HOURS before activating; FISH SPECIES UNVERIFIED - defaulted to cod] [On the Clark County side of Unity per the county EDC 2026 directory. Friday fish fry dinners cited in reviews.],FALSE
Pine Hills Golf Course & Clubhouse,restaurant,N9499 Pine Hills Drive,Gresham,715-787-3778,https://www.pinehillsgolf.net/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[52 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Chamber directory calls out a 'fabulous Friday night fish fry'. Only confirmed fry in Gresham.],FALSE
Pine Ridge Restaurant,restaurant,1302 N Center Ave,Merrill,715-536-3010,,cod,10,20,,Fri 5AM-10PM,FALSE,FALSE,free,,,,FALSE,"Family-style Friday fish - beer-battered or broiled, with broasted chicken, fry bread and coleslaw. [17 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Hours are the full restaurant day, not the fry window; the Friday fry shows up in reviews rather than a posted menu. Worth one confirming call. Friday and Sunday family-style fish service: beer-battered or broiled fish with broasted chicken, fry bread, potatoes and coleslaw. Unrelated Pine Ridge in Stone Lake WI - do not merge. Detail sourced from yelp.com/biz/new-pine-ridge-restaurant-merrill-2.]",TRUE
Pine Tree Supper Club,supper_club,115 W Wisconsin Ave,Tomahawk,715-453-4235,https://www.facebook.com/pinetreetomahawk/,cod,10,20,,Fri 4PM-9PM,FALSE,FALSE,free,,,,FALSE,Classic downtown Tomahawk supper club - Friday fry with the full salad bar. [45 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Classic downtown Tomahawk supper club; famed Friday fish fry with full salad bar. STRONGEST TOMAHAWK ANCHOR for the guide.],TRUE
Raven's Nest Tavern,bar,215 N Main St,Loyal,715-503-1035,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[47 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Newer Loyal tavern (opened ~2024) serving appetizers, burgers, wraps and pizza. A Tavern League listing shows a Friday Fish Fry amenity flag but could not be tied to this record with certainty.]",FALSE
Red Door Saloon,bar,130 N Main St,Loyal,715-255-8345,,cod,10,20,,Fri 11AM-2:30AM,FALSE,FALSE,free,,,,FALSE,"[47 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [On the crowdsourced guide and open late Fridays, but no source confirms a fry. One of three Main Street bars in Loyal worth a single round of calls.]",FALSE
Roadhouse Bar and Grill,bar,W880 State Highway 73,Granton,715-884-2554,,cod,10,20,,Fri 4PM-8PM,FALSE,FALSE,free,,,,FALSE,"[52 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [MOST SPECIFIC FISH DESCRIPTION IN THE COUNTY: Atlantic cod loins hand-breaded in a house coating, deep fried, Fridays only 4-8PM. Also homemade pizza. Sometimes listed as R & C Roadhouse.]",FALSE
Rumors on Main,supper_club,144 N Main St,Loyal,715-255-9144,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[47 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Also trades as Rumour's Supperclub. Steakhouse-style menu; Friday fry described as crispy and fresh. Only confirmed fry in Loyal.],FALSE
Sander and Amy's Silver Dollar,bar,W8866 County Road N,Thorp,715-669-3241,,cod,10,20,,Fri 4:30PM-9PM,FALSE,FALSE,free,,,,FALSE,[56 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Country roadhouse south of Thorp operating since the 1970s; broasted chicken plus a Friday fry. Closed Mon-Wed.],FALSE
